oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
Honor,X10 5G,2020,2020,null,203,Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.63 inches  106.1 cm (~84.7% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~397 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  Magic UI 3.1  no Google Play Services
Honor,V6,2020,2020,null,480,null,IPS LCD capacitive touchscreen  16M colors,10.4 inches  307.9 cm (~81.1% screen-to-body ratio),1200 x 2000 pixels  5:3 ratio (~224 ppi density),Accelerometer  proximity  compass,Android 10  Magic UI 3.1  no Google Play Services
Honor,9A,2020,2020,null,185,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.3 inches  95.8 cm (~81.3% screen-to-body ratio),720 x 1600 pixels  20:9 ratio (~278 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity,Android 10  Magic UI 3.1  no Google Play Services
Honor,9C,2020,2020,null,176,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.39 inches  100.2 cm (~82.4% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~269 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Honor,9S,2020,2020,null,144,Dual SIM (Nano-SIM  dual stand-by),Capacitive touchscreen  16M colors,5.45 inches  76.7 cm (~73.8% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~295 ppi density),Accelerometer  proximity,Android 10  Magic UI 3.1  no Google Play Services
Honor,9X Lite,2020,2020,null,188,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.5 inches  103.2 cm (~84.0% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~397 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Honor,30 Pro+,2020,2020,null,190,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.57 inches  106.0 cm (~89.8% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~392 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 10  Magic UI 3  no Google Play Services
Honor,30 Pro,2020,2020,null,186,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.57 inches  106.0 cm (~89.8% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~392 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 10  Magic UI 3  no Google Play Services
Honor,30,2020,2020,null,185,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.53 inches  102.9 cm (~86.6% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~403 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 10  Magic UI 3  no Google Play Services
Honor,20e,2020,2020,null,164,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.21 inches  94.7 cm (~83.1% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~415 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9.1  no Google Play Services
Honor,Play 4T Pro,2020,2020,null,165,Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.3 inches  95.8 cm (~83.2% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~418 ppi density),Fingerprint (under display  optical)  accelerometer  proximity  compass,Android 10  Magic UI 2  no Google Play Services
Honor,Play 4T,2020,2020,null,176,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.39 inches  100.2 cm (~82.4% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~269 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 10  Magic UI 3  no Google Play Services
Honor,8A 2020,2020,2020,null,150,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.09 inches  91.0 cm (~79.2% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~282 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9
Honor,8A Prime,2020,2020,null,150,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.09 inches  91.0 cm (~79.2% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~282 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity,Android 9.0 (Pie)  EMUI 9
Honor,30S,2020,2020,null,190,Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.5 inches  102.0 cm (~83.8% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~405 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  Magic UI 3  no Google Play Services
Honor,Play 9A,2020,2020,null,185,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.3 inches  95.8 cm (~81.3% screen-to-body ratio),720 x 1600 pixels  20:9 ratio (~278 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity,Android 10  Magic UI 3.0  no Google Play Services
Honor,View30 Pro,2020,2020,null,206,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.57 inches  104.7 cm (~84.9% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~400 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  Magic UI 3  no Google Play Services
Honor,View30,2020,2020,null,213,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.57 inches  104.2 cm (~84.5% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~401 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  Magic UI 3  no Google Play Services
Honor,V30 Pro,2019,2019,null,206,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.57 inches  104.7 cm (~84.9% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~400 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  Magic UI 3
Honor,MagicWatch 2,2019,2019,null,41,null,OLED capacitive touchscreen  16M colors,1.39 inches  12.5 cm (~59.4% screen-to-body ratio),454 x 454 pixels  1:1 ratio (~326 ppi density),Accelerometer  gyro  heart rate  barometer  compass,Huawei wearable platform
Honor,9X,2019,2019,null,8,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.59 inches  106.6 cm (~84.3% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~391 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Honor,20 lite (China),2019,2019,null,5,Hybrid Dual SIM (Nano-SIM  dual stand-by),AMOLED capacitive touchscreen  16M colors,6.3 inches  95.8 cm (~83.3% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~418 ppi density),Fingerprint (under display  optical)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Honor,Play 3e,2019,2019,null,146,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.71 inches  81.4 cm (~78.1% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~295 ppi density),Accelerometer  proximity,Android 9.0 (Pie)  EMUI 9.1
Honor,Play 3,2019,2019,null,176,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.39 inches  100.2 cm (~82.4% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~269 ppi density),Accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Honor,20S,2019,2019,null,172,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.26 inches  96.2 cm (~84.2% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~412 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Magic 2.1
Honor,9X Pro,2019,2019,null,202,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.59 inches  106.6 cm (~84.3% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~391 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  upgradable to Android 10  EMUI 9.1  no Google Play Services
Honor,9X (China),2019,2019,null,206,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.59 inches  106.6 cm (~84.7% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~391 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Honor,8S,2019,2019,null,146,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.71 inches  81.4 cm (~78.1% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~295 ppi density),Accelerometer  proximity,Android 9.0 (Pie)  EMUI 9
Honor,Pad 5 10.1,2019,2019,null,null,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,10.1 inches  295.8 cm (~74.2% screen-to-body ratio),1920 x 1200 pixels  16:10 ratio (~224 ppi density),Accelerometer,Android 8.0 (Oreo)  EMUI 8
Honor,Pad 5 8,2019,2019,null,null,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,8.0 inches  185.6 cm (~74.4% screen-to-body ratio),1920 x 1200 pixels  16:10 ratio (~283 ppi density),Accelerometer  proximity,Android 9.0 (Pie)  Magic 2.0
Honor,20 Pro,2019,2019,null,182,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.26 inches  96.2 cm (~84.1% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~412 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Magic 2.1
Honor,20,2019,2019,null,174,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.26 inches  96.2 cm (~84.2% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~412 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  Magic 2.1
Honor,20 lite,2019,2019,null,164,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.21 inches  94.7 cm (~83.1% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~415 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9
HP,Slate8 Pro,2013,Discontinued,null,6,null,Capacitive touchscreen  16M colors,8.0 inches  198.2 cm (~63.7% screen-to-body ratio),1200 x 1600 pixels  4:3 ratio (~250 ppi density),Accelerometer  gyro  compass,Android 4.2.2 (Jelly Bean)
HTC,U20 5G,2020,2020,null,5,Dual SIM (Nano-SIM  dual stand-by),Capacitive touchscreen  16M colors,6.8 inches  111.6 cm (~83.5% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~387 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass  SAR,Android 10
HTC,Desire 20 Pro,2020,2020,null,201,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.5 inches  103.7 cm (~83.1% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~396 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 10
HTC,Wildfire R70,2020,2020,null,186,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.53 inches  104.7 cm (~82.4% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~263 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity,Android 9 (Pie)
HTC,Desire 19s,2019,2019,null,170,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.2 inches  95.9 cm (~82.1% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~271 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9 (Pie)
HTC,Exodus 1s,2019,2019,null,150,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.7 inches  83.8 cm (~74.8% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~282 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 8.1 (Oreo)
HTC,Wildfire X,2019,2019,null,160,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.2 inches  95.9 cm (~81.7% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~271 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity,Android 9 (Pie)
HTC,U19e,2019,2019,null,180,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.0 inches  92.9 cm (~78.2% screen-to-body ratio),1080 x 2160 pixels  18:9 ratio (~402 ppi density),Iris scanner  fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  HTC Sense
HTC,Desire 19+,2019,2019,null,170,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.2 inches  95.9 cm (~82.1% screen-to-body ratio),720 x 1520 pixels  19:9 ratio (~271 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9 (Pie)
HTC,Schubert,null,Discontinued,null,null,Mini-SIM,TFT capacitive touchscreen  16M colors,null,null,Accelerometer  proximity,Microsoft Windows Phone 7
Huawei,Enjoy 20 Pro,2020,2020,null,192,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.5 inches  102.0 cm (~84.7% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~405 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Huawei,Enjoy Z 5G,2020,2020,null,182,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.5 inches  102.0 cm (~84.7% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~405 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Huawei,P Smart S,2020,2020,null,163,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.3 inches  95.8 cm (~83.2% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~418 ppi density),Fingerprint (under display  optical)  accelerometer  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Huawei,Y8p,2020,2020,null,163,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.3 inches  95.8 cm (~83.2% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~418 ppi density),Fingerprint (under display  optical)  accelerometer  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Huawei,P40 lite 5G,2020,2020,null,189,Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.5 inches  102.0 cm (~83.8% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~405 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Huawei,P30 Pro New Edition,2020,2020,null,192,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.47 inches  102.8 cm (~88.6% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~398 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass  color spectrum,Android 10  EMUI 10.1  Google Play Services
Huawei,MatePad T8,2020,2020,null,310,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,8.0 inches  185.6 cm (~76.7% screen-to-body ratio),800 x 1280 pixels  16:10 ratio (~189 ppi density),Accelerometer,Android 10  EMUI 10  no Google Play Services
Huawei,Y8s,2020,2020,null,180,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.5 inches  103.7 cm (~82.8% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~396 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9.1  Google Play Services
Huawei,Y6p,2020,2020,null,185,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.3 inches  95.8 cm (~81.3% screen-to-body ratio),720 x 1600 pixels  20:9 ratio (~278 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity,Android 10  EMUI 10.1  no Google Play Services
Huawei,Y5p,2020,2020,null,144,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.45 inches  76.7 cm (~73.8% screen-to-body ratio),720 x 1440 pixels  18:9 ratio (~295 ppi density),Accelerometer  proximity,Android 10  EMUI 10.1  no Google Play Services
Huawei,P smart 2020,2020,2020,null,160,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.21 inches  94.7 cm (~83.1% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~415 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9.1  Google Play Services
Huawei,nova 7 Pro 5G,2020,2020,null,178,Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.57 inches  106.0 cm (~89.6% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~392 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,nova 7 5G,2020,2020,null,180,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.53 inches  102.9 cm (~86.3% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~403 ppi density),Fingerprint (under display  optical)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Huawei,nova 7 SE,2020,2020,null,189,Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.5 inches  102.0 cm (~83.8% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~405 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10.1  no Google Play Services
Huawei,MatePad,2020,2020,null,450,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,10.4 inches  307.9 cm (~81.0% screen-to-body ratio),1200 x 2000 pixels  5:3 ratio (~224 ppi density),Accelerometer  gyro  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,Watch GT 2e,2020,2020,null,43,null,AMOLED capacitive touchscreen  16M colors,1.39 inches  12.5 cm (~50.5% screen-to-body ratio),454 x 454 pixels  1:1 ratio (~326 ppi density),Accelerometer  gyro  heart rate  barometer  compass  SpO2,Huawei wearable platform
Huawei,P40 Pro+,2020,2020,null,226,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.58 inches  105.2 cm (~91.6% screen-to-body ratio),1200 x 2640 pixels (~441 ppi density),Infrared face recognition  fingerprint (under display  optical)  accelerometer  gyro  proximity  compass  color spectrum,Android 10  EMUI 10.1  no Google Play Services
Huawei,P40 Pro,2020,2020,null,209,Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.58 inches  105.2 cm (~91.6% screen-to-body ratio),1200 x 2640 pixels (~441 ppi density),Infrared face recognition  fingerprint (under display  optical)  accelerometer  gyro  proximity  compass  color spectrum,Android 10  EMUI 10.1  no Google Play Services
Huawei,P40,2020,2020,null,175,Single SIM (Nano-SIM/eSIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.1 inches  91.3 cm (~86.3% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~422 ppi density),Infrared face recognition  fingerprint (under display  optical)  accelerometer  gyro  proximity  compass  color spectrum,Android 10  EMUI 10.1  no Google Play Services
Huawei,P40 lite E,2020,2020,null,176,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.39 inches  100.2 cm (~82.4% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~269 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9  no Google Play Services
Huawei,P40 lite,2020,2020,null,183,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.4 inches  101.4 cm (~83.5% screen-to-body ratio),1080 x 2310 pixels (~398 ppi density),Fingerprint (side-mounted)  accelerometer  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,MatePad Pro 5G,2020,2020,null,460,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,10.8 inches  338.2 cm (~86.5% screen-to-body ratio),2560 x 1600 pixels  16:10 ratio (~280 ppi density),Accelerometer  gyro  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,Mate Xs,2020,2020,null,300,Hybrid Dual SIM (Nano-SIM  dual stand-by),Foldable OLED capacitive touchscreen  16M colors,8.0 inches  205.0 cm (~86.9% screen-to-body ratio),2200 x 2480 pixels (~414 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass  barometer,Android 10  EMUI 10  no Google Play Services
Huawei,P30 lite New Edition,2020,2020,null,9,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.15 inches  93.6 cm (~84.2% screen-to-body ratio),1080 x 2312 pixels (~415 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,Y7p,2020,2020,null,176,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.39 inches  100.2 cm (~82.4% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~269 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9  no Google Play Services
Huawei,nova 7i,2020,2020,null,183,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.4 inches  101.4 cm (~83.5% screen-to-body ratio),1080 x 2310 pixels (~398 ppi density),Fingerprint (side-mounted)  accelerometer  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,Y6s (2019),2020,2020,null,150,Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.09 inches  91.0 cm (~79.2% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~282 ppi density),Fingerprint (rear-mounted)  accelerometer  proximity,Android 9.0 (Pie)  EMUI 9.1
Huawei,P smart Pro 2019,2019,2019,null,206,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.59 inches  106.6 cm (~84.7% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~391 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,nova 6 5G,2019,2019,null,212,Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.57 inches  104.2 cm (~84.5% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~401 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10
Huawei,nova 6,2019,2019,null,197,Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.57 inches  104.2 cm (~84.7% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~401 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,nova 6 SE,2019,2019,null,183,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.4 inches  101.4 cm (~83.5% screen-to-body ratio),1080 x 2310 pixels (~398 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,MatePad Pro,2019,2019,null,460,Nano-SIM,IPS LCD capacitive touchscreen  16M colors,10.8 inches  338.2 cm (~86.5% screen-to-body ratio),2560 x 1600 pixels  16:10 ratio (~280 ppi density),Accelerometer  gyro  proximity  compass,Android 10  EMUI 10  no Google Play Services
Huawei,Y9s,2019,2019,null,206,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.59 inches  106.6 cm (~84.7% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~391 ppi density),Fingerprint (side-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,nova 5z,2019,2019,null,178,Hybrid Dual SIM (Nano-SIM  dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,6.26 inches  96.2 cm (~83.4% screen-to-body ratio),1080 x 2340 pixels  19.5:9 ratio (~412 ppi density),Fingerprint (rear-mounted)  accelerometer  gyro  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,Enjoy 10s,2019,2019,null,163,Hybrid Dual SIM (Nano-SIM  dual stand-by),OLED capacitive touchscreen  16M colors,6.3 inches  95.8 cm (~83.2% screen-to-body ratio),1080 x 2400 pixels  20:9 ratio (~418 ppi density),Fingerprint (under display  optical)  accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
Huawei,Enjoy 10,2019,2019,null,176,Hybrid Dual SIM (Nano-SIM  dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.39 inches  100.2 cm (~82.4% screen-to-body ratio),720 x 1560 pixels  19.5:9 ratio (~269 ppi density),Accelerometer  proximity  compass,Android 9.0 (Pie)  EMUI 9.1
